ligand_id,label,score,has_rank1,n_ranks,rank_used
abl1_decoy_005613,0,-2.83,1,10,1
abl1_decoy_005614,0,-2.99,1,10,1
abl1_decoy_005615,0,-2.18,1,10,1
abl1_decoy_005616,0,-3.33,1,10,1
abl1_decoy_005617,0,-2.89,1,10,1
abl1_decoy_005618,0,-2.21,1,10,1
abl1_decoy_005619,0,-4.18,1,10,1
abl1_decoy_005620,0,-3.12,1,10,1
abl1_decoy_005621,0,-2.49,1,10,1
abl1_decoy_005622,0,-3.75,1,10,1
abl1_decoy_005623,0,-3.81,1,10,1
abl1_decoy_005624,0,-1.99,1,10,1
abl1_decoy_005625,0,-4.48,1,10,1
abl1_decoy_005626,0,-1.74,1,10,1
abl1_decoy_005627,0,-2.4,1,10,1
abl1_decoy_005628,0,-4.12,1,10,1
abl1_decoy_005629,0,-3.79,1,10,1
abl1_decoy_005630,0,-1.29,1,10,1
abl1_decoy_005631,0,-1.63,1,10,1
abl1_decoy_005632,0,-4.02,1,10,1
abl1_decoy_005633,0,-3.38,1,10,1
abl1_decoy_005634,0,-2.31,1,10,1
abl1_decoy_005635,0,-2.63,1,10,1
abl1_decoy_005636,0,-3.06,1,10,1
abl1_decoy_005637,0,-1.64,1,10,1
abl1_decoy_005638,0,-2.01,1,10,1
abl1_decoy_005639,0,-1.73,1,10,1
abl1_decoy_005640,0,-3.98,1,10,1
abl1_decoy_005641,0,-1.39,1,10,1
abl1_decoy_005642,0,-2.25,1,10,1
abl1_decoy_005643,0,-2.15,1,10,1
abl1_decoy_005644,0,-3.04,1,10,1
abl1_decoy_005645,0,-3.38,1,10,1
abl1_decoy_005646,0,-1.34,1,10,1
abl1_decoy_005647,0,-3.72,1,10,1
abl1_decoy_005648,0,-3.29,1,10,1
abl1_decoy_005649,0,-3.53,1,10,1
abl1_decoy_005650,0,-1.74,1,10,1
abl1_decoy_005651,0,-4.07,1,10,1
abl1_decoy_005652,0,-2.58,1,10,1
abl1_decoy_005653,0,-2.61,1,10,1
abl1_decoy_005654,0,-2.69,1,10,1
abl1_decoy_005655,0,-1.46,1,10,1
abl1_decoy_005656,0,-1.27,1,10,1
abl1_decoy_005657,0,-3.98,1,10,1
abl1_decoy_005658,0,-1.79,1,10,1
abl1_decoy_005659,0,-3.3,1,10,1
abl1_decoy_005660,0,-1.9,1,10,1
abl1_decoy_005661,0,-2.42,1,10,1
abl1_decoy_005662,0,-4.31,1,10,1
abl1_decoy_005663,0,-3.07,1,10,1
abl1_decoy_005664,0,-0.12,1,10,1
abl1_decoy_005665,0,0.66,1,10,1
abl1_decoy_005666,0,-1.97,1,10,1
abl1_decoy_005667,0,0.21,1,10,1
abl1_decoy_005668,0,0.0,1,10,1
abl1_decoy_005669,0,0.26,1,10,1
abl1_decoy_005670,0,-0.46,1,10,1
abl1_decoy_005671,0,-0.08,1,10,1
abl1_decoy_005672,0,-0.42,1,10,1
abl1_decoy_005673,0,-1.33,1,10,1
abl1_decoy_005674,0,-0.07,1,10,1
abl1_decoy_005675,0,0.11,1,10,1
abl1_decoy_005676,0,-0.1,1,10,1
abl1_decoy_005677,0,-0.8,1,10,1
abl1_decoy_005678,0,-2.81,1,10,1
abl1_decoy_005679,0,-0.36,1,10,1
abl1_decoy_005680,0,0.08,1,10,1
abl1_decoy_005681,0,-0.18,1,10,1
abl1_decoy_005682,0,-2.49,1,10,1
abl1_decoy_005683,0,-0.44,1,10,1
abl1_decoy_005684,0,-0.73,1,10,1
abl1_decoy_005685,0,-1.42,1,10,1
abl1_decoy_005686,0,-0.27,1,10,1
abl1_decoy_005687,0,-0.83,1,10,1
abl1_decoy_005688,0,-1.67,1,10,1
abl1_decoy_005689,0,-1.82,1,10,1
abl1_decoy_005690,0,-0.9,1,10,1
abl1_decoy_005691,0,-2.36,1,10,1
abl1_decoy_005692,0,-0.4,1,10,1
abl1_decoy_005693,0,-2.83,1,10,1
abl1_decoy_005694,0,-0.05,1,10,1
abl1_decoy_005695,0,0.27,1,10,1
abl1_decoy_005696,0,0.01,1,10,1
abl1_decoy_005697,0,-1.18,1,10,1
abl1_decoy_005698,0,-2.02,1,10,1
abl1_decoy_005699,0,-1.99,1,10,1
abl1_decoy_005700,0,-0.34,1,10,1
abl1_decoy_005701,0,-1.37,1,10,1
abl1_decoy_005702,0,-2.64,1,10,1
abl1_decoy_005703,0,-0.01,1,10,1
abl1_decoy_005704,0,-1.42,1,10,1
abl1_decoy_005705,0,-1.67,1,10,1
abl1_decoy_005706,0,0.1,1,10,1
abl1_decoy_005707,0,-0.55,1,10,1
abl1_decoy_005708,0,-2.53,1,10,1
abl1_decoy_005709,0,0.29,1,10,1
abl1_decoy_005710,0,-0.29,1,10,1
abl1_decoy_005711,0,-0.23,1,10,1
abl1_decoy_005712,0,-0.93,1,10,1
abl1_decoy_005713,0,-0.09,1,10,1
abl1_decoy_005714,0,-1.43,1,10,1
abl1_decoy_005715,0,0.85,1,10,1
abl1_decoy_005716,0,0.73,1,10,1
abl1_decoy_005717,0,-2.08,1,10,1
abl1_decoy_005718,0,-1.63,1,10,1
abl1_decoy_005719,0,-0.05,1,10,1
abl1_decoy_005720,0,-0.3,1,10,1
abl1_decoy_005721,0,-3.09,1,10,1
abl1_decoy_005722,0,-1.99,1,10,1
abl1_decoy_005723,0,-1.71,1,10,1
abl1_decoy_005724,0,-2.66,1,10,1
abl1_decoy_005725,0,-1.55,1,10,1
abl1_decoy_005726,0,-1.56,1,10,1
abl1_decoy_005727,0,-2.14,1,10,1
abl1_decoy_005728,0,-3.12,1,10,1
abl1_decoy_005729,0,-2.12,1,10,1
abl1_decoy_005730,0,-2.36,1,10,1
abl1_decoy_005731,0,-0.78,1,10,1
abl1_decoy_005732,0,-1.17,1,10,1
abl1_decoy_005733,0,0.2,1,10,1
abl1_decoy_005734,0,-1.77,1,10,1
abl1_decoy_005735,0,-2.78,1,10,1
abl1_decoy_005736,0,-1.35,1,10,1
abl1_decoy_005737,0,-1.16,1,10,1
abl1_decoy_005738,0,-1.32,1,10,1
abl1_decoy_005739,0,-2.6,1,10,1
abl1_decoy_005740,0,-1.51,1,10,1
abl1_decoy_005741,0,-0.58,1,10,1
abl1_decoy_005742,0,-0.27,1,10,1
abl1_decoy_005743,0,-0.44,1,10,1
abl1_decoy_005744,0,-0.38,1,10,1
abl1_decoy_005745,0,-1.92,1,10,1
abl1_decoy_005746,0,-3.24,1,10,1
abl1_decoy_005747,0,-1.49,1,10,1
abl1_decoy_005748,0,-1.73,1,10,1
abl1_decoy_005749,0,-0.85,1,10,1
abl1_decoy_005750,0,-2.65,1,10,1
abl1_decoy_005751,0,-1.88,1,10,1
abl1_decoy_005752,0,0.58,1,10,1
abl1_decoy_005753,0,-1.64,1,10,1
abl1_decoy_005754,0,-1.99,1,10,1
abl1_decoy_005755,0,-0.08,1,10,1
abl1_decoy_005756,0,0.09,1,10,1
abl1_decoy_005757,0,-1.86,1,10,1
abl1_decoy_005758,0,-0.28,1,10,1
abl1_decoy_005759,0,-3.34,1,10,1
abl1_decoy_005760,0,-1.43,1,10,1
abl1_decoy_005761,0,-3.62,1,10,1
abl1_decoy_005762,0,-1.47,1,10,1
abl1_decoy_005763,0,-0.99,1,10,1
abl1_decoy_005764,0,-0.37,1,10,1
abl1_decoy_005765,0,-0.32,1,10,1
abl1_decoy_005766,0,-3.37,1,10,1
abl1_decoy_005767,0,-1.57,1,10,1
abl1_decoy_005768,0,-0.6,1,10,1
abl1_decoy_005769,0,0.37,1,10,1
abl1_decoy_005770,0,-0.71,1,10,1
abl1_decoy_005771,0,-1.88,1,10,1
abl1_decoy_005772,0,-2.41,1,10,1
abl1_decoy_005773,0,-1.84,1,10,1
abl1_decoy_005774,0,-2.66,1,10,1
abl1_decoy_005775,0,-0.64,1,10,1
abl1_decoy_005776,0,-0.34,1,10,1
abl1_decoy_005777,0,-1.6,1,10,1
abl1_decoy_005778,0,-2.31,1,10,1
abl1_decoy_005779,0,-2.91,1,10,1
abl1_decoy_005780,0,-1.7,1,10,1
abl1_decoy_005781,0,-0.95,1,10,1
abl1_decoy_005782,0,-0.78,1,10,1
abl1_decoy_005783,0,-3.1,1,10,1
abl1_decoy_005784,0,-2.32,1,10,1
abl1_decoy_005785,0,-0.74,1,10,1
abl1_decoy_005786,0,-0.62,1,10,1
abl1_decoy_005787,0,-2.34,1,10,1
abl1_decoy_005788,0,-1.6,1,10,1
abl1_decoy_005789,0,-1.35,1,10,1
abl1_decoy_005790,0,0.09,1,10,1
abl1_decoy_005791,0,-2.65,1,10,1
abl1_decoy_005792,0,-1.93,1,10,1
abl1_decoy_005793,0,0.23,1,10,1
abl1_decoy_005794,0,-2.76,1,10,1
abl1_decoy_005795,0,-1.47,1,10,1
abl1_decoy_005796,0,-1.49,1,10,1
abl1_decoy_005797,0,-0.06,1,10,1
abl1_decoy_005798,0,-2.22,1,10,1
abl1_decoy_005799,0,-1.51,1,10,1
abl1_decoy_005800,0,-1.77,1,10,1
abl1_decoy_005801,0,-0.7,1,10,1
abl1_decoy_005802,0,-0.64,1,10,1
abl1_decoy_005803,0,-2.48,1,10,1
abl1_decoy_005804,0,-0.76,1,10,1
abl1_decoy_005805,0,-0.29,1,10,1
abl1_decoy_005806,0,-3.62,1,10,1
abl1_decoy_005807,0,-0.31,1,10,1
abl1_decoy_005808,0,-1.73,1,10,1
abl1_decoy_005809,0,0.28,1,10,1
abl1_decoy_005810,0,-0.72,1,10,1
abl1_decoy_005811,0,-1.76,1,10,1
abl1_decoy_005812,0,-0.17,1,10,1
abl1_decoy_005813,0,-0.97,1,10,1
abl1_decoy_005814,0,-2.04,1,10,1
abl1_decoy_005815,0,-0.78,1,10,1
abl1_decoy_005816,0,0.12,1,10,1
abl1_decoy_005817,0,0.22,1,10,1
abl1_decoy_005818,0,-1.15,1,10,1
abl1_decoy_005819,0,0.21,1,10,1
abl1_decoy_005820,0,-1.46,1,10,1
abl1_decoy_005821,0,-1.27,1,10,1
abl1_decoy_005822,0,-3.69,1,10,1
abl1_decoy_005823,0,-2.16,1,10,1
abl1_decoy_005824,0,-3.53,1,10,1
abl1_decoy_005825,0,-2.48,1,10,1
abl1_decoy_005826,0,-1.29,1,10,1
abl1_decoy_005827,0,-2.89,1,10,1
abl1_decoy_005828,0,-3.17,1,10,1
abl1_decoy_005829,0,-1.49,1,10,1
abl1_decoy_005830,0,-2.67,1,10,1
abl1_decoy_005831,0,-3.52,1,10,1
abl1_decoy_005832,0,-3.4,1,10,1
abl1_decoy_005833,0,-2.54,1,10,1
abl1_decoy_005834,0,-2.16,1,10,1
abl1_decoy_005835,0,-2.96,1,10,1
abl1_decoy_005836,0,-1.55,1,10,1
abl1_decoy_005837,0,-1.36,1,10,1
abl1_decoy_005838,0,-0.99,1,10,1
abl1_decoy_005839,0,-1.47,1,10,1
abl1_decoy_005840,0,-2.15,1,10,1
abl1_decoy_005841,0,-1.28,1,10,1
abl1_decoy_005842,0,-1.5,1,10,1
abl1_decoy_005843,0,-2.54,1,10,1
abl1_decoy_005844,0,-2.14,1,10,1
abl1_decoy_005845,0,-1.15,1,10,1
abl1_decoy_005846,0,-0.87,1,10,1
abl1_decoy_005847,0,-1.94,1,10,1
abl1_decoy_005848,0,-1.03,1,10,1
abl1_decoy_005849,0,-2.31,1,10,1
abl1_decoy_005850,0,-1.44,1,10,1
abl1_decoy_005851,0,-1.28,1,10,1
abl1_decoy_005852,0,-0.4,1,10,1
abl1_decoy_005853,0,-1.6,1,10,1
abl1_decoy_005854,0,-1.3,1,10,1
abl1_decoy_005855,0,-1.23,1,10,1
abl1_decoy_005856,0,-1.73,1,10,1
abl1_decoy_005857,0,-1.92,1,10,1
abl1_decoy_005858,0,-1.68,1,10,1
abl1_decoy_005859,0,-2.98,1,10,1
abl1_decoy_005860,0,-2.89,1,10,1
abl1_decoy_005861,0,-2.44,1,10,1
abl1_decoy_005862,0,-2.33,1,10,1
abl1_decoy_005863,0,,0,0,
abl1_decoy_005864,0,-1.65,1,10,1
abl1_decoy_005865,0,-2.76,1,10,1
abl1_decoy_005866,0,-1.1,1,10,1
abl1_decoy_005867,0,-0.46,1,10,1
abl1_decoy_005868,0,-1.94,1,10,1
abl1_decoy_005869,0,-2.57,1,10,1
abl1_decoy_005870,0,-2.92,1,10,1
abl1_decoy_005871,0,-3.68,1,10,1
abl1_decoy_005872,0,-4.72,1,10,1
abl1_decoy_005873,0,-1.78,1,10,1
abl1_decoy_005874,0,-2.62,1,10,1
abl1_decoy_005875,0,-1.96,1,10,1
abl1_decoy_005876,0,-2.63,1,10,1
abl1_decoy_005877,0,-2.87,1,10,1
abl1_decoy_005878,0,-2.59,1,10,1
abl1_decoy_005879,0,-1.4,1,10,1
abl1_decoy_005880,0,-1.04,1,10,1
abl1_decoy_005881,0,-1.57,1,10,1
abl1_decoy_005882,0,-2.99,1,10,1
abl1_decoy_005883,0,-1.4,1,10,1
abl1_decoy_005884,0,-3.86,1,10,1
abl1_decoy_005885,0,-3.98,1,10,1
abl1_decoy_005886,0,-2.51,1,10,1
abl1_decoy_005887,0,-1.9,1,10,1
abl1_decoy_005888,0,-0.03,1,10,1
abl1_decoy_005889,0,-0.37,1,10,1
abl1_decoy_005890,0,-1.58,1,10,1
abl1_decoy_005891,0,-1.73,1,10,1
abl1_decoy_005892,0,-1.55,1,10,1
abl1_decoy_005893,0,-2.11,1,10,1
abl1_decoy_005894,0,-2.24,1,10,1
abl1_decoy_005895,0,-2.23,1,10,1
abl1_decoy_005896,0,-0.87,1,10,1
abl1_decoy_005897,0,-1.67,1,10,1
abl1_decoy_005898,0,-1.5,1,10,1
abl1_decoy_005899,0,-1.11,1,10,1
abl1_decoy_005900,0,-1.95,1,10,1
abl1_decoy_005901,0,-1.75,1,10,1
abl1_decoy_005902,0,-2.21,1,10,1
abl1_decoy_005903,0,-2.52,1,10,1
abl1_decoy_005904,0,-3.55,1,10,1
abl1_decoy_005905,0,-1.98,1,10,1
abl1_decoy_005906,0,-2.3,1,10,1
abl1_decoy_005907,0,-2.85,1,10,1
abl1_decoy_005908,0,-0.89,1,10,1
abl1_decoy_005909,0,-0.3,1,10,1
abl1_decoy_005910,0,-2.34,1,10,1
abl1_decoy_005911,0,-1.5,1,10,1
abl1_decoy_005912,0,-1.95,1,10,1
abl1_decoy_005913,0,-1.03,1,10,1
abl1_decoy_005914,0,-1.46,1,10,1
abl1_decoy_005915,0,-0.79,1,10,1
abl1_decoy_005916,0,-1.63,1,10,1
abl1_decoy_005917,0,-1.46,1,10,1
abl1_decoy_005918,0,-2.46,1,10,1
abl1_decoy_005919,0,-2.7,1,10,1
abl1_decoy_005920,0,-2.25,1,10,1
abl1_decoy_005921,0,-3.06,1,10,1
abl1_decoy_005922,0,-2.2,1,10,1
abl1_decoy_005923,0,-3.2,1,10,1
abl1_decoy_005924,0,-1.43,1,10,1
abl1_decoy_005925,0,-3.09,1,10,1
abl1_decoy_005926,0,-2.17,1,10,1
abl1_decoy_005927,0,-3.44,1,10,1
abl1_decoy_005928,0,-2.61,1,10,1
abl1_decoy_005929,0,-1.5,1,10,1
abl1_decoy_005930,0,-2.91,1,10,1
abl1_decoy_005931,0,-2.88,1,10,1
abl1_decoy_005932,0,-2.75,1,10,1
abl1_decoy_005933,0,-3.04,1,10,1
abl1_decoy_005934,0,-2.44,1,10,1
abl1_decoy_005935,0,-3.84,1,10,1
abl1_decoy_005936,0,-3.87,1,10,1
abl1_decoy_005937,0,-2.89,1,10,1
abl1_decoy_005938,0,-2.76,1,10,1
abl1_decoy_005939,0,-3.14,1,10,1
abl1_decoy_005940,0,-2.49,1,10,1
abl1_decoy_005941,0,-2.55,1,10,1
abl1_decoy_005942,0,-2.62,1,10,1
abl1_decoy_005943,0,-1.46,1,10,1
abl1_decoy_005944,0,-2.74,1,10,1
abl1_decoy_005945,0,-3.16,1,10,1
abl1_decoy_005946,0,-3.84,1,10,1
abl1_decoy_005947,0,-0.17,1,10,1
abl1_decoy_005948,0,-1.19,1,10,1
abl1_decoy_005949,0,-2.89,1,10,1
abl1_decoy_005950,0,-1.94,1,10,1
abl1_decoy_005951,0,-3.31,1,10,1
abl1_decoy_005952,0,-1.72,1,10,1
abl1_decoy_005953,0,-1.4,1,10,1
abl1_decoy_005954,0,-3.87,1,10,1
abl1_decoy_005955,0,-1.82,1,10,1
abl1_decoy_005956,0,-3.9,1,10,1
abl1_decoy_005957,0,-2.82,1,10,1
abl1_decoy_005958,0,-2.63,1,10,1
abl1_decoy_005959,0,-2.05,1,10,1
abl1_decoy_005960,0,-2.74,1,10,1
abl1_decoy_005961,0,-1.54,1,10,1
abl1_decoy_005962,0,-1.54,1,10,1
abl1_decoy_005963,0,-2.06,1,10,1
abl1_decoy_005964,0,-3.38,1,10,1
abl1_decoy_005965,0,-2.07,1,10,1
abl1_decoy_005966,0,-1.49,1,10,1
abl1_decoy_005967,0,-1.73,1,10,1
abl1_decoy_005968,0,-2.04,1,10,1
abl1_decoy_005969,0,-1.85,1,10,1
abl1_decoy_005970,0,-2.97,1,10,1
abl1_decoy_005971,0,-1.93,1,10,1
abl1_decoy_005972,0,-0.81,1,10,1
abl1_decoy_005973,0,-0.59,1,10,1
abl1_decoy_005974,0,-2.59,1,10,1
abl1_decoy_005975,0,-1.74,1,10,1
abl1_decoy_005976,0,-1.35,1,10,1
abl1_decoy_005977,0,-1.0,1,10,1
abl1_decoy_005978,0,-0.81,1,10,1
abl1_decoy_005979,0,-2.31,1,10,1
abl1_decoy_005980,0,-2.04,1,10,1
abl1_decoy_005981,0,-2.24,1,10,1
abl1_decoy_005982,0,-1.7,1,10,1
abl1_decoy_005983,0,-0.84,1,10,1
abl1_decoy_005984,0,-0.98,1,10,1
abl1_decoy_005985,0,-1.67,1,10,1
abl1_decoy_005986,0,-3.27,1,10,1
abl1_decoy_005987,0,-4.02,1,10,1
abl1_decoy_005988,0,-1.23,1,10,1
abl1_decoy_005989,0,-0.49,1,10,1
abl1_decoy_005990,0,-2.89,1,10,1
abl1_decoy_005991,0,-2.27,1,10,1
abl1_decoy_005992,0,-1.7,1,10,1
abl1_decoy_005993,0,-2.17,1,10,1
abl1_decoy_005994,0,-1.69,1,10,1
abl1_decoy_005995,0,-2.56,1,10,1
abl1_decoy_005996,0,-2.03,1,10,1
abl1_decoy_005997,0,-2.31,1,10,1
abl1_decoy_005998,0,-1.61,1,10,1
abl1_decoy_005999,0,-2.17,1,10,1
abl1_decoy_006000,0,-2.41,1,10,1
abl1_decoy_006001,0,-2.24,1,10,1
abl1_decoy_006002,0,-1.12,1,10,1
abl1_decoy_006003,0,-1.52,1,10,1
abl1_decoy_006004,0,-0.71,1,10,1
abl1_decoy_006005,0,-2.31,1,10,1
abl1_decoy_006006,0,-0.8,1,10,1
abl1_decoy_006007,0,-1.5,1,10,1
abl1_decoy_006008,0,-2.79,1,10,1
abl1_decoy_006009,0,-1.9,1,10,1
abl1_decoy_006010,0,-1.15,1,10,1
abl1_decoy_006011,0,-0.74,1,10,1
abl1_decoy_006012,0,-2.72,1,10,1
abl1_decoy_006013,0,-3.3,1,10,1
abl1_decoy_006014,0,-2.78,1,10,1
abl1_decoy_006015,0,-1.63,1,10,1
abl1_decoy_006016,0,-3.03,1,10,1
abl1_decoy_006017,0,-2.58,1,10,1
abl1_decoy_006018,0,-1.27,1,10,1
abl1_decoy_006019,0,-1.16,1,10,1
abl1_decoy_006020,0,-4.24,1,10,1
abl1_decoy_006021,0,-2.71,1,10,1
abl1_decoy_006022,0,-1.05,1,10,1
abl1_decoy_006023,0,-1.79,1,10,1
abl1_decoy_006024,0,-3.11,1,10,1
abl1_decoy_006025,0,-1.19,1,10,1
abl1_decoy_006026,0,-0.74,1,10,1
abl1_decoy_006027,0,-1.95,1,10,1
abl1_decoy_006028,0,-0.56,1,10,1
abl1_decoy_006029,0,-2.97,1,10,1
abl1_decoy_006030,0,-0.85,1,10,1
abl1_decoy_006031,0,-2.44,1,10,1
abl1_decoy_006032,0,-2.12,1,10,1
abl1_decoy_006033,0,-0.21,1,10,1
abl1_decoy_006034,0,-2.21,1,10,1
abl1_decoy_006035,0,-1.42,1,10,1
abl1_decoy_006036,0,-2.5,1,10,1
abl1_decoy_006037,0,-3.21,1,10,1
abl1_decoy_006038,0,-3.11,1,10,1
abl1_decoy_006039,0,-3.91,1,10,1
abl1_decoy_006040,0,-2.52,1,10,1
abl1_decoy_006041,0,-1.17,1,10,1
abl1_decoy_006042,0,-2.24,1,10,1
abl1_decoy_006043,0,-1.19,1,10,1
abl1_decoy_006044,0,-2.22,1,10,1
abl1_decoy_006045,0,-3.08,1,10,1
abl1_decoy_006046,0,-1.16,1,10,1
abl1_decoy_006047,0,0.0,1,10,1
abl1_decoy_006048,0,-1.26,1,10,1
abl1_decoy_006049,0,-2.95,1,10,1
abl1_decoy_006050,0,-2.37,1,10,1
abl1_decoy_006051,0,-2.87,1,10,1
abl1_decoy_006052,0,-2.64,1,10,1
abl1_decoy_006053,0,-1.94,1,10,1
abl1_decoy_006054,0,-0.94,1,10,1
abl1_decoy_006055,0,-2.94,1,10,1
abl1_decoy_006056,0,-1.22,1,10,1
abl1_decoy_006057,0,-2.19,1,10,1
abl1_decoy_006058,0,-0.34,1,10,1
abl1_decoy_006059,0,-1.45,1,10,1
abl1_decoy_006060,0,-2.35,1,10,1
abl1_decoy_006061,0,-2.03,1,10,1
abl1_decoy_006062,0,-2.11,1,10,1
abl1_decoy_006063,0,-3.24,1,10,1
abl1_decoy_006064,0,-2.77,1,10,1
abl1_decoy_006065,0,-1.28,1,10,1
abl1_decoy_006066,0,-2.02,1,10,1
abl1_decoy_006067,0,-2.03,1,10,1
abl1_decoy_006068,0,-1.13,1,10,1
abl1_decoy_006069,0,-1.66,1,10,1
abl1_decoy_006070,0,-2.38,1,10,1
abl1_decoy_006071,0,-4.47,1,10,1
abl1_decoy_006072,0,-3.95,1,10,1
abl1_decoy_006073,0,-3.92,1,10,1
abl1_decoy_006074,0,-1.91,1,10,1
abl1_decoy_006075,0,-2.69,1,10,1
abl1_decoy_006076,0,-1.13,1,10,1
abl1_decoy_006077,0,-4.29,1,10,1
abl1_decoy_006078,0,-3.6,1,10,1
abl1_decoy_006079,0,-2.09,1,10,1
abl1_decoy_006080,0,-1.9,1,10,1
abl1_decoy_006081,0,-3.31,1,10,1
abl1_decoy_006082,0,-2.7,1,10,1
abl1_decoy_006083,0,-3.02,1,10,1
abl1_decoy_006084,0,-2.79,1,10,1
abl1_decoy_006085,0,-1.51,1,10,1
abl1_decoy_006086,0,-2.64,1,10,1
abl1_decoy_006087,0,-2.34,1,10,1
abl1_decoy_006088,0,-1.97,1,10,1
abl1_decoy_006089,0,-3.05,1,10,1
abl1_decoy_006090,0,-2.0,1,10,1
abl1_decoy_006091,0,-1.25,1,10,1
abl1_decoy_006092,0,-2.72,1,10,1
abl1_decoy_006093,0,-3.11,1,10,1
abl1_decoy_006094,0,-3.6,1,10,1
abl1_decoy_006095,0,-2.21,1,10,1
abl1_decoy_006096,0,-3.25,1,10,1
abl1_decoy_006097,0,-2.9,1,10,1
abl1_decoy_006098,0,-2.48,1,10,1
abl1_decoy_006099,0,-1.92,1,10,1
abl1_decoy_006100,0,-1.42,1,10,1
abl1_decoy_006101,0,-2.05,1,10,1
abl1_decoy_006102,0,-2.6,1,10,1
abl1_decoy_006103,0,-3.86,1,10,1
abl1_decoy_006104,0,-3.0,1,10,1
abl1_decoy_006105,0,-3.51,1,10,1
abl1_decoy_006106,0,-3.63,1,10,1
abl1_decoy_006107,0,-2.97,1,10,1
abl1_decoy_006108,0,-3.17,1,10,1
abl1_decoy_006109,0,-3.06,1,10,1
abl1_decoy_006110,0,-1.86,1,10,1
abl1_decoy_006111,0,-0.87,1,10,1
abl1_decoy_006112,0,-2.68,1,10,1
abl1_decoy_006113,0,-3.07,1,10,1
abl1_decoy_006114,0,-1.32,1,10,1
abl1_decoy_006115,0,-3.05,1,10,1
abl1_decoy_006116,0,-2.18,1,10,1
abl1_decoy_006117,0,-1.86,1,10,1
abl1_decoy_006118,0,-3.45,1,10,1
abl1_decoy_006119,0,-2.78,1,10,1
abl1_decoy_006120,0,-1.83,1,10,1
abl1_decoy_006121,0,-2.68,1,10,1
abl1_decoy_006122,0,-2.73,1,10,1
abl1_decoy_006123,0,-1.94,1,10,1
abl1_decoy_006124,0,-1.85,1,10,1
abl1_decoy_006125,0,-2.35,1,10,1
abl1_decoy_006126,0,-3.28,1,10,1
abl1_decoy_006127,0,-2.28,1,10,1
abl1_decoy_006128,0,-2.24,1,10,1
abl1_decoy_006129,0,-3.45,1,10,1
abl1_decoy_006130,0,-1.33,1,10,1
abl1_decoy_006131,0,-1.19,1,10,1
abl1_decoy_006132,0,,0,0,
abl1_decoy_006133,0,-2.58,1,10,1
abl1_decoy_006134,0,-3.83,1,10,1
abl1_decoy_006135,0,-2.79,1,10,1
abl1_decoy_006136,0,-3.41,1,10,1
abl1_decoy_006137,0,-2.89,1,10,1
abl1_decoy_006138,0,-2.64,1,10,1
abl1_decoy_006139,0,-2.02,1,10,1
abl1_decoy_006140,0,-2.06,1,10,1
abl1_decoy_006141,0,-1.33,1,10,1
abl1_decoy_006142,0,-2.75,1,10,1
abl1_decoy_006143,0,-3.33,1,10,1
abl1_decoy_006144,0,-3.14,1,10,1
abl1_decoy_006145,0,-5.3,1,10,1
abl1_decoy_006146,0,-2.77,1,10,1
abl1_decoy_006147,0,-3.87,1,10,1
abl1_decoy_006148,0,-2.95,1,10,1
abl1_decoy_006149,0,-1.68,1,10,1
abl1_decoy_006150,0,-3.41,1,10,1
abl1_decoy_006151,0,-2.72,1,10,1
abl1_decoy_006152,0,-3.11,1,10,1
abl1_decoy_006153,0,-1.17,1,10,1
abl1_decoy_006154,0,-2.46,1,10,1
abl1_decoy_006155,0,-1.66,1,10,1
abl1_decoy_006156,0,-3.31,1,10,1
abl1_decoy_006157,0,-2.9,1,10,1
abl1_decoy_006158,0,-2.07,1,10,1
abl1_decoy_006159,0,-1.96,1,10,1
abl1_decoy_006160,0,-2.84,1,10,1
abl1_decoy_006161,0,-2.25,1,10,1
abl1_decoy_006162,0,-2.78,1,10,1
abl1_decoy_006163,0,-3.55,1,10,1
abl1_decoy_006164,0,-3.47,1,10,1
abl1_decoy_006165,0,-2.77,1,10,1
abl1_decoy_006166,0,-2.27,1,10,1
abl1_decoy_006167,0,-4.05,1,10,1
abl1_decoy_006168,0,-3.82,1,10,1
abl1_decoy_006169,0,-2.32,1,10,1
abl1_decoy_006170,0,-2.02,1,10,1
abl1_decoy_006171,0,-1.69,1,10,1
abl1_decoy_006172,0,-3.38,1,10,1
abl1_decoy_006173,0,-3.13,1,10,1
abl1_decoy_006174,0,-2.76,1,10,1
abl1_decoy_006175,0,-2.04,1,10,1
abl1_decoy_006176,0,-0.55,1,10,1
abl1_decoy_006177,0,-2.45,1,10,1
abl1_decoy_006178,0,-1.87,1,10,1
abl1_decoy_006179,0,-2.75,1,10,1
abl1_decoy_006180,0,-1.62,1,10,1
abl1_decoy_006181,0,-2.96,1,10,1
abl1_decoy_006182,0,-1.52,1,10,1
abl1_decoy_006183,0,-1.25,1,10,1
abl1_decoy_006184,0,-0.95,1,10,1
abl1_decoy_006185,0,-2.54,1,10,1
abl1_decoy_006186,0,-3.13,1,10,1
abl1_decoy_006187,0,-2.37,1,10,1
abl1_decoy_006188,0,-3.28,1,10,1
abl1_decoy_006189,0,-2.16,1,10,1
abl1_decoy_006190,0,,0,0,
abl1_decoy_006191,0,-2.25,1,10,1
abl1_decoy_006192,0,-3.02,1,10,1
abl1_decoy_006193,0,-4.3,1,10,1
abl1_decoy_006194,0,-4.92,1,10,1
abl1_decoy_006195,0,-3.18,1,10,1
