target,calib_type,bin_id,bin_low,bin_high,n,mean_conf,empirical_rate,abs_gap
rock1,pose,14,-0.3279999999999998,-0.1200000000000001,34,-0.2226470588235294,0.8823529411764706,1.105
rock1,pose,15,-0.1200000000000001,0.088,19,-0.0442105263157894,0.9473684210526316,0.991578947368421
rock1,pose,16,0.088,0.2960000000000002,14,0.1807142857142857,1.0,0.8192857142857143
rock1,pose,17,0.2960000000000002,0.504,8,0.39,1.0,0.61
rock1,pose,18,0.504,0.7120000000000002,5,0.604,1.0,0.396
rock1,pose,19,0.7120000000000002,0.92,3,0.7933333333333333,1.0,0.2066666666666666
tgfr1,label,0,-5.7,-5.3665,3,-5.640000000000001,0.0,5.640000000000001
tgfr1,label,1,-5.3665,-5.033,3,-5.113333333333333,0.0,5.113333333333333
tgfr1,label,2,-5.033,-4.6995000000000005,11,-4.825454545454546,0.0,4.825454545454546
tgfr1,label,3,-4.6995000000000005,-4.366,33,-4.493333333333333,0.0,4.493333333333333
tgfr1,label,4,-4.366,-4.032500000000001,71,-4.180563380281692,0.0,4.180563380281692
tgfr1,label,5,-4.032500000000001,-3.699,131,-3.844427480916031,0.0,3.844427480916031
tgfr1,label,6,-3.699,-3.3655,196,-3.515867346938776,0.0,3.515867346938776
tgfr1,label,7,-3.3655,-3.032,314,-3.190063694267516,0.0,3.190063694267516
tgfr1,label,8,-3.032,-2.6985,431,-2.860649651972158,0.0046403712296983,2.8652900232018563
tgfr1,label,9,-2.6985,-2.365,551,-2.522540834845735,0.0018148820326678,2.5243557168784028
tgfr1,label,10,-2.365,-2.0315,556,-2.2008273381294963,0.0071942446043165,2.2080215827338128
tgfr1,label,11,-2.0315,-1.6979999999999995,674,-1.8627448071216617,0.0059347181008902,1.868679525222552
tgfr1,label,12,-1.6979999999999995,-1.3644999999999996,691,-1.5270477568740957,0.0159189580318379,1.5429667149059336
tgfr1,label,13,-1.3644999999999996,-1.0309999999999997,775,-1.189509677419355,0.0193548387096774,1.2088645161290323
tgfr1,label,14,-1.0309999999999997,-0.6974999999999998,1174,-0.8504684838160137,0.0238500851788756,0.8743185689948894
tgfr1,label,15,-0.6974999999999998,-0.3639999999999999,1446,-0.5310096818810512,0.0290456431535269,0.5600553250345782
tgfr1,label,16,-0.3639999999999999,-0.0304999999999999,1069,-0.2083442469597755,0.0308699719363891,0.2392142188961646
tgfr1,label,17,-0.0304999999999999,0.3029999999999999,609,0.1025779967159277,0.0886699507389162,0.0139080459770114
tgfr1,label,18,0.3029999999999999,0.6364999999999998,157,0.4294904458598726,0.3248407643312102,0.1046496815286625
tgfr1,label,19,0.6364999999999998,0.97,41,0.7495121951219512,0.8780487804878049,0.1285365853658536
tgfr1,pose,0,-2.9,-2.7065,2,-2.81,0.0,2.81
tgfr1,pose,1,-2.7065,-2.513,1,-2.56,0.0,2.56
tgfr1,pose,2,-2.513,-2.3195,1,-2.32,0.0,2.32
tgfr1,pose,3,-2.3195,-2.126,1,-2.16,1.0,3.16
tgfr1,pose,4,-2.126,-1.9325,2,-2.075,0.5,2.575
tgfr1,pose,5,-1.9325,-1.739,3,-1.8133333333333328,0.0,1.8133333333333328
tgfr1,pose,6,-1.739,-1.5455,7,-1.6228571428571428,0.2857142857142857,1.9085714285714284
tgfr1,pose,7,-1.5455,-1.352,5,-1.448,0.4,1.848
tgfr1,pose,8,-1.352,-1.1585,12,-1.238333333333333,0.5,1.738333333333333
tgfr1,pose,9,-1.1585,-0.965,6,-1.028333333333333,0.5,1.528333333333333
tgfr1,pose,10,-0.965,-0.7715000000000001,14,-0.8785714285714287,0.5,1.3785714285714286
tgfr1,pose,11,-0.7715000000000001,-0.5779999999999998,26,-0.6865384615384614,0.1923076923076923,0.8788461538461537
tgfr1,pose,12,-0.5779999999999998,-0.3844999999999996,27,-0.4892592592592593,0.2222222222222222,0.7114814814814815
tgfr1,pose,13,-0.3844999999999996,-0.1909999999999998,12,-0.2433333333333333,0.4166666666666667,0.66
tgfr1,pose,14,-0.1909999999999998,0.0024999999999999,29,-0.0789655172413793,0.4482758620689655,0.5272413793103449
tgfr1,pose,15,0.0024999999999999,0.1960000000000001,31,0.0996774193548387,0.5483870967741935,0.4487096774193548
tgfr1,pose,16,0.1960000000000001,0.3895000000000004,29,0.2924137931034482,0.5862068965517241,0.2937931034482758
tgfr1,pose,17,0.3895000000000004,0.5830000000000002,25,0.4856,0.92,0.4344
tgfr1,pose,18,0.5830000000000002,0.7765,36,0.6661111111111112,1.0,0.3338888888888888
tgfr1,pose,19,0.7765,0.97,12,0.8666666666666667,1.0,0.1333333333333333
vgfr2,label,0,-5.53,-5.205,5,-5.3740000000000006,0.0,5.3740000000000006
vgfr2,label,1,-5.205,-4.88,10,-5.046,0.0,5.046
vgfr2,label,2,-4.88,-4.555,20,-4.7425,0.0,4.7425
vgfr2,label,3,-4.555,-4.23,92,-4.354673913043479,0.0,4.354673913043479
vgfr2,label,4,-4.23,-3.905,206,-4.048349514563107,0.0,4.048349514563107
vgfr2,label,5,-3.905,-3.58,382,-3.715837696335078,0.0026178010471204,3.718455497382199
vgfr2,label,6,-3.58,-3.2550000000000003,865,-3.405791907514451,0.0011560693641618,3.406947976878613
vgfr2,label,7,-3.2550000000000003,-2.93,1183,-3.085731191885038,0.0025359256128486,3.088267117497886
vgfr2,label,8,-2.93,-2.605,1776,-2.7608502252252256,0.000563063063063,2.7614132882882885
vgfr2,label,9,-2.605,-2.28,2392,-2.436952341137124,0.0029264214046822,2.4398787625418064
vgfr2,label,10,-2.28,-1.955,3185,-2.111315541601256,0.0034536891679748,2.1147692307692307
vgfr2,label,11,-1.955,-1.63,3576,-1.7943931767337808,0.0058724832214765,1.8002656599552571
vgfr2,label,12,-1.63,-1.3049999999999995,3485,-1.476209469153515,0.0111908177905308,1.487400286944046
vgfr2,label,13,-1.3049999999999995,-0.9800000000000004,2670,-1.1509700374531835,0.0220973782771535,1.1730674157303371
vgfr2,label,14,-0.9800000000000004,-0.6550000000000002,2507,-0.8156322297566813,0.026725169525329,0.8423573992820104
vgfr2,label,15,-0.6550000000000002,-0.33,2054,-0.5165579357351511,0.0759493670886076,0.5925073028237586
vgfr2,label,16,-0.33,-0.0049999999999998,1061,-0.1901319509896324,0.1489161168708765,0.3390480678605089
vgfr2,label,17,-0.0049999999999998,0.3200000000000003,316,0.1206645569620253,0.2120253164556962,0.0913607594936709
vgfr2,label,18,0.3200000000000003,0.6449999999999996,48,0.435,0.375,0.06
vgfr2,label,19,0.6449999999999996,0.97,16,0.761875,0.6875,0.0743749999999999
vgfr2,pose,0,-3.6,-3.3715,2,-3.5250000000000004,0.0,3.5250000000000004
vgfr2,pose,1,-3.3715,-3.143,1,-3.15,0.0,3.15
vgfr2,pose,2,-3.143,-2.9145000000000003,2,-3.095,0.0,3.095
vgfr2,pose,3,-2.9145000000000003,-2.686,0,,,
vgfr2,pose,4,-2.686,-2.4575,3,-2.6,0.0,2.6
vgfr2,pose,5,-2.4575,-2.229,6,-2.3683333333333336,0.0,2.3683333333333336
vgfr2,pose,6,-2.229,-2.0005,8,-2.08,0.125,2.205
vgfr2,pose,7,-2.0005,-1.772,15,-1.895333333333333,0.0,1.895333333333333
vgfr2,pose,8,-1.772,-1.5435,18,-1.636111111111111,0.1111111111111111,1.7472222222222222
vgfr2,pose,9,-1.5435,-1.315,27,-1.413333333333333,0.1111111111111111,1.5244444444444445
vgfr2,pose,10,-1.315,-1.0865,40,-1.188,0.175,1.363
vgfr2,pose,11,-1.0865,-0.8580000000000001,40,-0.9795,0.025,1.0045
vgfr2,pose,12,-0.8580000000000001,-0.6295000000000002,63,-0.7138095238095237,0.1111111111111111,0.8249206349206348
vgfr2,pose,13,-0.6295000000000002,-0.4009999999999998,100,-0.5191,0.04,0.5591
vgfr2,pose,14,-0.4009999999999998,-0.1724999999999998,114,-0.2990350877192982,0.043859649122807,0.3428947368421052
vgfr2,pose,15,-0.1724999999999998,0.056,102,-0.0698039215686274,0.1862745098039215,0.256078431372549
vgfr2,pose,16,0.056,0.2845,48,0.1691666666666667,0.1875,0.0183333333333333
vgfr2,pose,17,0.2845,0.5130000000000003,16,0.39125,0.125,0.26625
vgfr2,pose,18,0.5130000000000003,0.7414999999999998,9,0.6511111111111112,0.1111111111111111,0.54
vgfr2,pose,19,0.7414999999999998,0.97,6,0.8466666666666667,0.3333333333333333,0.5133333333333334
wee1,label,0,-5.28,-4.9665,3,-5.173333333333333,0.0,5.173333333333333
wee1,label,1,-4.9665,-4.6530000000000005,2,-4.925,0.0,4.925
wee1,label,2,-4.6530000000000005,-4.3395,4,-4.455,0.0,4.455
wee1,label,3,-4.3395,-4.026,12,-4.144166666666668,0.0,4.144166666666668
wee1,label,4,-4.026,-3.7125000000000004,28,-3.8489285714285715,0.0,3.8489285714285715
wee1,label,5,-3.7125000000000004,-3.399,47,-3.568510638297872,0.0,3.568510638297872
wee1,label,6,-3.399,-3.0855,75,-3.2293333333333334,0.0,3.2293333333333334
wee1,label,7,-3.0855,-2.7720000000000002,118,-2.920593220338983,0.0,2.920593220338983
wee1,label,8,-2.7720000000000002,-2.4585000000000004,219,-2.6151598173515977,0.0,2.6151598173515977
wee1,label,9,-2.4585000000000004,-2.1450000000000005,278,-2.2857553956834535,0.0,2.2857553956834535
wee1,label,10,-2.1450000000000005,-1.8315000000000001,496,-1.9778427419354838,0.0,1.9778427419354838
wee1,label,11,-1.8315000000000001,-1.5180000000000002,827,-1.6643893591293835,0.0,1.6643893591293835
wee1,label,12,-1.5180000000000002,-1.2045000000000003,1081,-1.354764107308048,0.0027752081406105457,1.3575393154486586
wee1,label,13,-1.2045000000000003,-0.891,1011,-1.0537388724035608,0.0,1.0537388724035608
wee1,label,14,-0.891,-0.5775000000000006,988,-0.7386032388663968,0.010121457489878543,0.7487246963562754
wee1,label,15,-0.5775000000000006,-0.26400000000000023,615,-0.4372845528455285,0.04390243902439024,0.4811869918699187
wee1,label,16,-0.26400000000000023,0.0495000000000001,377,-0.11976127320954909,0.14058355437665782,0.2603448275862069
wee1,label,17,0.0495000000000001,0.36299999999999955,144,0.18166666666666667,0.18055555555555555,0.0011111111111111183
wee1,label,18,0.36299999999999955,0.6764999999999999,31,0.4816129032258066,0.3548387096774194,0.1267741935483872
wee1,label,19,0.6764999999999999,0.99,9,0.7755555555555556,0.7777777777777778,0.0022222222222222365
wee1,pose,0,-1.32,-1.2045000000000001,3,-1.25,0.0,1.25
wee1,pose,1,-1.2045000000000001,-1.089,0,,,
wee1,pose,2,-1.089,-0.9735,0,,,
wee1,pose,3,-0.9735,-0.8580000000000001,0,,,
wee1,pose,4,-0.8580000000000001,-0.7425,0,,,
wee1,pose,5,-0.7425,-0.627,5,-0.658,0.0,0.658
wee1,pose,6,-0.627,-0.5115000000000001,11,-0.5681818181818182,0.0,0.5681818181818182
wee1,pose,7,-0.5115000000000001,-0.396,9,-0.4422222222222223,0.0,0.4422222222222223
wee1,pose,8,-0.396,-0.28049999999999997,8,-0.34625,0.0,0.34625
wee1,pose,9,-0.28049999999999997,-0.16500000000000004,21,-0.22333333333333336,0.0,0.22333333333333336
wee1,pose,10,-0.16500000000000004,-0.0495000000000001,24,-0.11,0.0,0.11
wee1,pose,11,-0.0495000000000001,0.06600000000000006,13,0.007692307692307692,0.0,0.007692307692307692
wee1,pose,12,0.06600000000000006,0.1815,10,0.133,0.0,0.133
wee1,pose,13,0.1815,0.29699999999999993,11,0.22909090909090912,0.0,0.22909090909090912
wee1,pose,14,0.29699999999999993,0.4125000000000001,5,0.35000000000000003,0.0,0.35000000000000003
wee1,pose,15,0.4125000000000001,0.528,4,0.4925,0.0,0.4925
wee1,pose,16,0.528,0.6435,6,0.61,0.0,0.61
wee1,pose,17,0.6435,0.7590000000000001,3,0.6866666666666666,0.0,0.6866666666666666
wee1,pose,18,0.7590000000000001,0.8745,2,0.775,0.0,0.775
wee1,pose,19,0.8745,0.99,2,0.95,0.0,0.95
